entry_date,exit_date,expiry_date,strategy,regime,spot_entry,vix_entry,lots,pnl,pnl_pct,outcome,max_profit,max_loss
2020-05-18,2020-05-21,2020-05-21,iron_condor,low_vol,13060.501968759354,18.981853067585774,15,6928.82,0.3499,profit,19.01,330.99
2020-05-25,2020-05-27,2020-05-28,iron_condor,normal,13395.479814380396,17.81543861930657,15,16355.47,0.8231,profit,16.21,333.79
2020-06-01,2020-06-02,2020-06-04,iron_condor,low_vol,13342.433700798487,19.414977432472583,15,14321.25,0.7148,profit,22.06,327.94
2020-06-08,2020-06-10,2020-06-11,iron_condor,normal,13898.45600497874,16.094089375480472,15,31541.48,1.5632,profit,21.15,328.85
2020-06-15,2020-06-18,2020-06-18,iron_condor,low_vol,14108.555102335544,15.56182164308216,15,-218080.25,-10.6418,loss,25.3,274.7
2020-06-22,2020-06-24,2020-06-25,iron_condor,normal,13633.304332165133,18.99078381814569,8,11040.0,0.6029,profit,22.07,327.93
2020-06-29,2020-07-01,2020-07-02,iron_condor,low_vol,13952.001402282141,18.291115553313755,6,11785.65,0.6397,profit,20.97,329.03
2020-07-06,2020-07-09,2020-07-09,iron_condor,normal,14121.681821729018,19.52173555606859,12,50650.04,2.7319,profit,22.25,327.75
2020-07-13,2020-07-15,2020-07-16,iron_condor,low_vol,14186.92913587827,24.589571220248644,14,6763.94,0.3551,profit,18.38,431.62
2020-07-20,2020-07-22,2020-07-23,iron_condor,normal,13944.860585578315,22.756777956436437,14,20534.61,1.0743,profit,14.45,435.55
2020-07-27,2020-07-29,2020-07-30,iron_condor,low_vol,13983.131088292641,17.438049636530163,12,32247.7,1.6692,profit,22.57,327.43
2020-08-03,2020-08-05,2020-08-06,iron_condor,normal,13980.78678605659,21.917333620234935,15,30019.83,1.5283,profit,22.07,327.93
2020-08-10,2020-08-11,2020-08-13,iron_condor,low_vol,14246.745172462408,20.485220731394733,15,-184894.38,-9.2715,loss,22.32,327.68
2020-08-17,2020-08-19,2020-08-20,iron_condor,normal,15133.3000805858,21.71417079850598,8,35698.21,1.973,profit,28.3,321.7
2020-08-24,2020-08-26,2020-08-27,iron_condor,high_vol,15224.421358331929,23.789166083664185,10,-101152.24,-5.4824,loss,15.1,434.9
2020-08-31,2020-09-01,2020-09-03,iron_condor,high_vol,15030.252515180871,24.41156822923794,6,21294.03,1.2211,profit,16.08,433.92
2020-09-28,2020-09-30,2020-10-01,iron_condor,low_vol,14108.37829670095,25.154861961934095,8,7278.0,0.4123,profit,16.54,433.46
2020-11-23,2020-11-25,2020-11-26,iron_condor,high_vol,14273.02050473904,24.953938267554317,6,6925.5,0.3907,profit,19.88,430.12
2020-12-21,2020-12-24,2020-12-24,iron_condor,low_vol,13445.590860065728,22.836959164893557,8,12637.65,0.7102,profit,15.67,434.33
2020-12-28,2020-12-31,2020-12-31,iron_condor,normal,13640.530604039734,21.666929568154455,8,17806.98,0.9937,profit,23.35,326.65
2021-02-22,2021-02-24,2021-02-25,iron_condor,normal,12215.890418313216,22.777333116142064,8,-47259.96,-2.6113,loss,15.2,434.8
2021-03-01,2021-03-04,2021-03-04,iron_condor,low_vol,12819.209936159335,22.751613169087843,10,-68182.74,-3.8684,loss,15.39,434.61
2021-03-15,2021-03-18,2021-03-18,iron_condor,high_vol,12423.601377060428,25.255532393616775,8,21885.23,1.2916,profit,16.8,433.2
2021-03-29,2021-03-30,2021-04-01,iron_condor,high_vol,12672.44812288771,25.739777819032845,6,4743.0,0.2764,profit,16.77,433.23
2021-04-12,2021-04-13,2021-04-15,iron_condor,normal,12764.359324220333,24.34338663874281,8,5748.0,0.334,profit,16.07,433.93
2021-04-19,2021-04-21,2021-04-22,iron_condor,low_vol,12522.70329550589,19.939546957695757,8,21475.0,1.2437,profit,24.29,325.71
2021-04-26,2021-04-27,2021-04-29,iron_condor,normal,12899.356652609033,18.46178107247807,8,29050.72,1.6617,profit,16.11,333.89
2021-05-10,2021-05-11,2021-05-13,iron_condor,high_vol,13203.409843471081,23.10556420771281,5,3093.75,0.1741,profit,14.87,435.13
2021-05-24,2021-05-27,2021-05-27,iron_condor,high_vol,14205.385601204905,24.545678100700396,6,4373.1,0.2456,profit,15.24,434.76
2021-05-31,2021-06-02,2021-06-03,iron_condor,normal,14151.254738565542,25.830402448064444,8,45774.81,2.5648,profit,18.72,431.28
2021-07-12,2021-07-14,2021-07-15,iron_condor,high_vol,13643.728494614856,24.010141883450903,5,3348.75,0.1829,profit,16.65,433.35
2021-08-23,2021-08-24,2021-08-26,iron_condor,high_vol,13177.992691369003,24.92877366811604,6,3564.0,0.1943,profit,13.96,436.04
2021-08-30,2021-09-01,2021-09-02,iron_condor,low_vol,13338.294660000089,22.714189443095233,8,7254.0,0.3948,profit,14.61,435.39
2021-09-06,2021-09-08,2021-09-09,iron_condor,normal,13284.649097017498,24.274828801384523,14,24616.7,1.3345,profit,15.53,434.47
2021-10-04,2021-10-05,2021-10-07,iron_condor,high_vol,13133.356203755819,22.051046376875146,10,-7289.67,-0.39,loss,14.55,435.45
2021-10-11,2021-10-12,2021-10-14,iron_condor,high_vol,12883.140216581865,24.246610204366625,10,8002.5,0.4298,profit,16.59,433.41
2021-10-18,2021-10-19,2021-10-21,iron_condor,low_vol,12738.455429506716,25.261163590480574,14,8568.0,0.4582,profit,15.37,434.63
2021-10-25,2021-10-27,2021-10-28,iron_condor,normal,12608.016907906796,24.51525529326561,14,9652.84,0.5138,profit,15.72,434.28
2021-11-01,2021-11-03,2021-11-04,iron_condor,low_vol,13272.72636788687,22.688174541284713,10,-135588.15,-7.1806,loss,14.0,436.0
2021-12-20,2021-12-23,2021-12-23,iron_condor,high_vol,13611.325996114832,24.95569674980474,6,-7283.92,-0.4156,loss,16.17,433.83
2022-01-24,2022-01-26,2022-01-27,iron_condor,normal,13617.691128007677,24.89868408285621,10,15194.33,0.8705,profit,16.05,433.95
2022-01-31,2022-02-01,2022-02-03,iron_condor,low_vol,13580.925646758944,23.77138263282737,10,6510.0,0.3698,profit,15.63,434.37
2022-02-07,2022-02-09,2022-02-10,iron_condor,normal,13570.973431794471,25.34459546906245,10,10410.0,0.5891,profit,17.11,432.89
2022-02-14,2022-02-16,2022-02-17,iron_condor,low_vol,13911.995118501987,24.965953990862015,10,25505.28,1.4349,profit,17.83,432.17
2022-02-21,2022-02-23,2022-02-24,iron_condor,normal,14064.079750637038,22.988027179280795,10,7852.5,0.4355,profit,15.96,434.04
2022-02-28,2022-03-02,2022-03-03,iron_condor,high_vol,14472.172092764991,20.404089158519344,6,-90184.95,-4.9803,loss,24.41,425.59
2022-03-07,2022-03-10,2022-03-10,iron_condor,low_vol,14795.412305321363,23.188780893459832,6,-41884.2,-2.4342,loss,17.29,432.71
2023-11-27,2023-11-29,2023-11-30,iron_condor,low_vol,32818.4818209814,19.84096920682334,3,7465.5,0.4447,profit,39.48,310.52
2023-12-04,2023-12-06,2023-12-07,iron_condor,normal,33205.85512149287,21.379689551591607,6,-97496.4,-5.7819,loss,40.56,309.44
2023-12-25,2023-12-26,2023-12-28,iron_condor,high_vol,33027.14340795951,25.257771219736366,3,4106.25,0.2585,profit,30.71,419.29
2024-01-01,2024-01-03,2024-01-04,iron_condor,high_vol,33066.391205723994,25.215461671796785,3,6516.0,0.4091,profit,33.02,416.98
2024-01-08,2024-01-10,2024-01-11,iron_condor,low_vol,33388.96538661964,20.269594554012265,4,8064.0,0.5042,profit,40.94,309.06
2024-01-15,2024-01-17,2024-01-18,iron_condor,normal,34515.353287980266,18.00375460427704,4,-79081.21,-4.9197,loss,40.58,309.42
2024-01-22,2024-01-23,2024-01-25,iron_condor,low_vol,33246.320507369426,25.578462558051637,5,7087.5,0.4637,profit,30.81,419.19
2024-02-12,2024-02-14,2024-02-15,iron_condor,normal,34046.92577793294,22.50657501841641,3,5841.0,0.3804,profit,32.11,417.89
2024-02-19,2024-02-21,2024-02-22,iron_condor,low_vol,33550.35635479125,21.682471642574118,4,12159.0,0.7889,profit,43.61,306.39
2024-03-04,2024-03-06,2024-03-07,iron_condor,low_vol,32945.14021453486,25.759168875891056,4,-8003.91,-0.5152,loss,32.93,417.07
2024-04-29,2024-05-01,2024-05-02,iron_condor,high_vol,32908.526291511975,22.288175675714974,2,3943.5,0.2552,profit,29.3,420.7
2024-05-06,2024-05-08,2024-05-09,iron_condor,high_vol,33564.95129960635,23.08109233169161,3,4815.0,0.3108,profit,30.98,419.02
2024-05-13,2024-05-15,2024-05-16,iron_condor,high_vol,33030.50408120749,23.982114015923713,3,6304.5,0.4056,profit,31.27,418.73
2024-05-20,2024-05-23,2024-05-23,iron_condor,normal,34005.448028323626,23.73839634856958,4,52254.19,3.3486,profit,33.69,416.31
2024-06-03,2024-06-05,2024-06-06,iron_condor,high_vol,35166.540785144985,23.49415403744306,3,4293.0,0.2662,profit,31.9,418.1
2024-06-10,2024-06-13,2024-06-13,iron_condor,low_vol,36575.60423371634,23.928966277025896,4,9051.0,0.5597,profit,32.17,417.83
2024-07-08,2024-07-11,2024-07-11,iron_condor,low_vol,37691.67482394418,24.50601439476854,4,1559.24,0.0959,profit,34.68,415.32
2024-07-29,2024-08-01,2024-08-01,iron_condor,high_vol,41144.51360651737,22.518558289253612,4,35192.33,2.1622,profit,32.81,417.19
2024-08-05,2024-08-06,2024-08-08,iron_condor,high_vol,41855.83220739776,22.551350188285333,3,5582.25,0.3357,profit,35.24,414.76
2024-10-07,2024-10-09,2024-10-10,iron_condor,high_vol,46073.534106836756,24.77390937124622,2,5130.0,0.3075,profit,38.02,411.98
2024-10-14,2024-10-17,2024-10-17,iron_condor,high_vol,47635.018912479,20.15729424311918,2,8160.0,0.4876,profit,56.41,393.59
2024-10-21,2024-10-24,2024-10-24,iron_condor,high_vol,45612.45575473421,25.682958482299924,8,-6312.68,-0.3754,loss,37.74,412.26
2024-10-28,2024-10-31,2024-10-31,iron_condor,low_vol,47205.40305503328,25.982040120001678,4,10965.0,0.6545,profit,38.55,411.45
2025-01-06,2025-01-08,2025-01-09,iron_condor,low_vol,45908.455401952924,25.290485670762727,8,18942.0,1.1232,profit,38.47,411.53
2025-01-27,2025-01-29,2025-01-30,iron_condor,normal,45012.25145479488,22.810642729101684,8,14484.0,0.8493,profit,35.66,414.34
2025-02-03,2025-02-05,2025-02-06,iron_condor,low_vol,44979.62711869753,23.691773945886155,8,-226998.76,-13.1992,loss,36.61,413.39
2025-04-28,2025-05-01,2025-05-01,iron_condor,high_vol,50117.32377773541,20.090768597259302,2,8409.0,0.5633,profit,58.06,391.94
2025-05-05,2025-05-07,2025-05-08,iron_condor,high_vol,50838.558495244026,20.41743692408381,2,7641.0,0.509,profit,57.26,392.74
2025-05-12,2025-05-15,2025-05-15,iron_condor,low_vol,51710.03636998899,21.792336653518724,3,10892.25,0.7219,profit,50.41,299.59
