entry_date,exit_date,expiry_date,strategy,regime,spot_entry,vix_entry,lots,pnl,pnl_pct,outcome,max_profit,max_loss
2016-05-31,2016-06-30,,SBIN.NS,Banking,268.7086350229553,,1,-3343.29,-0.3343,loss,inf,-inf
2016-03-31,2016-07-29,,AXISBANK.NS,Banking,409.77203365876437,,1,-23.16,-0.0023,loss,inf,-inf
2016-06-30,2016-07-29,,ABB.NS,Infra,2352.9348883411894,,1,615.14,0.0615,profit,inf,-inf
2016-06-30,2016-07-29,,INDUSTOWER.NS,Telecom,3372.557283555399,,1,-4789.01,-0.4789,loss,inf,-inf
2016-06-30,2016-07-29,,BALKRISIND.NS,Auto,3029.611808657253,,1,2074.3,0.2074,profit,inf,-inf
2016-01-29,2016-07-29,,HDFCLIFE.NS,Financial Services,4051.8428270082613,,1,19730.15,1.973,profit,inf,-inf
2016-03-31,2016-07-29,,ADANIENT.NS,Infra,1918.4917576155337,,1,1998.93,0.1999,profit,inf,-inf
2016-06-30,2016-07-29,,ICICIBANK.NS,Banking,2649.0006813248547,,1,170.65,0.0171,profit,inf,-inf
2016-05-31,2016-08-31,,MOTHERSON.NS,Auto,1818.9455002611662,,1,-3908.26,-0.3908,loss,inf,-inf
2016-06-30,2016-08-31,,BAJAJ-AUTO.NS,Auto,4253.646139481174,,1,2280.47,0.228,profit,inf,-inf
2016-06-30,2016-08-31,,TATASTEEL.NS,Metals,1200.6802570663374,,1,11006.88,1.1007,profit,inf,-inf
2016-06-30,2016-08-31,,ADANIPORTS.NS,Infra,2728.2547943075697,,1,468.43,0.0468,profit,inf,-inf
2016-06-30,2016-08-31,,HAL.NS,Infra,2165.0558723135855,,1,-16329.14,-1.6329,loss,inf,-inf
2016-07-29,2016-08-31,,TECHM.NS,IT,5234.6209186747365,,1,-588.55,-0.0589,loss,inf,-inf
2016-07-29,2016-08-31,,NESTLEIND.NS,FMCG,1151.3715797012985,,1,-1187.83,-0.1188,loss,inf,-inf
2016-07-29,2016-08-31,,NHPC.NS,Power,1712.8592289416695,,1,-1912.78,-0.1913,loss,inf,-inf
2016-07-29,2016-08-31,,ONGC.NS,Energy,1442.6442196517037,,1,2412.11,0.2412,profit,inf,-inf
2016-04-29,2016-09-30,,IDEA.NS,Telecom,3602.0228957273266,,1,-160.75,-0.0161,loss,inf,-inf
2016-07-29,2016-09-30,,POWERGRID.NS,Power,622.6236265355819,,1,10384.8,1.0385,profit,inf,-inf
2016-01-29,2016-09-30,,RECLTD.NS,Financial Services,5098.850781399906,,1,3739.55,0.374,profit,inf,-inf
2016-04-29,2016-09-30,,BHARTIARTL.NS,Telecom,1641.2180062105947,,1,-17795.0,-1.7795,loss,inf,-inf
2016-08-31,2016-09-30,,HINDUNILVR.NS,FMCG,1606.315925414074,,1,6863.09,0.6863,profit,inf,-inf
2016-08-31,2016-09-30,,ICICIBANK.NS,Banking,2973.425437586754,,1,-4402.48,-0.4402,loss,inf,-inf
2016-08-31,2016-09-30,,VOLTAS.NS,Consumer Durables,935.4061992374129,,1,-7041.46,-0.7041,loss,inf,-inf
2016-09-30,2016-10-31,,TORNTPOWER.NS,Power,2643.7252772016022,,1,12512.28,1.2512,profit,inf,-inf
2016-08-31,2016-10-31,,VEDL.NS,Metals,2507.8538632202944,,1,7319.61,0.732,profit,inf,-inf
2016-09-30,2016-10-31,,WIPRO.NS,IT,906.127080530166,,1,5314.2,0.5314,profit,inf,-inf
2016-08-31,2016-10-31,,UPL.NS,Chemicals,4068.0460106247033,,1,-2504.92,-0.2505,loss,inf,-inf
2016-09-30,2016-10-31,,PIIND.NS,Chemicals,1265.7548925830586,,1,-3551.19,-0.3551,loss,inf,-inf
2016-09-30,2016-10-31,,AARTIIND.NS,Chemicals,2017.2125301023973,,1,-5295.7,-0.5296,loss,inf,-inf
2016-09-30,2016-10-31,,ULTRACEMCO.NS,Infra,264.1083986771672,,1,-8173.87,-0.8174,loss,inf,-inf
2016-09-30,2016-10-31,,COALINDIA.NS,Metals,2573.7104605128593,,1,623.74,0.0624,profit,inf,-inf
2016-07-29,2016-11-30,,ADANIPOWER.NS,Power,632.1423464535347,,1,21994.18,2.1994,profit,inf,-inf
2016-10-31,2016-11-30,,APOLLOHOSP.NS,Pharma,2286.1662167319314,,1,5494.52,0.5495,profit,inf,-inf
2016-10-31,2016-11-30,,BAJAJ-AUTO.NS,Auto,3201.3569161575497,,1,1885.82,0.1886,profit,inf,-inf
2016-10-31,2016-11-30,,SRF.NS,Chemicals,402.9647596513504,,1,2813.19,0.2813,profit,inf,-inf
2016-07-29,2016-11-30,,JINDALSTEL.NS,Metals,792.7147836517217,,1,5115.54,0.5116,profit,inf,-inf
2016-09-30,2016-11-30,,GMRINFRA.NS,Infra,936.4766349137909,,1,-295.33,-0.0295,loss,inf,-inf
2016-05-31,2016-11-30,,DLF.NS,Infra,4817.156187603255,,1,-8029.72,-0.803,loss,inf,-inf
2016-11-30,2016-12-30,,UPL.NS,Chemicals,3765.5474143850397,,1,855.4,0.0855,profit,inf,-inf
2016-11-30,2016-12-30,,TATAPOWER.NS,Power,1946.7642342775266,,1,5521.04,0.5521,profit,inf,-inf
2016-02-29,2016-12-30,,LT.NS,Infra,3276.685867698352,,1,14853.0,1.4853,profit,inf,-inf
2016-09-30,2016-12-30,,DIVISLAB.NS,Pharma,1782.7172266938653,,1,1180.92,0.1181,profit,inf,-inf
2016-01-29,2016-12-30,,TATAMOTORS.NS,Auto,1078.133560962834,,1,15330.83,1.5331,profit,inf,-inf
2016-11-30,2016-12-30,,ACC.NS,Infra,1286.4158085869428,,1,-5021.03,-0.5021,loss,inf,-inf
2016-11-30,2016-12-30,,HCLTECH.NS,IT,3969.8679199901426,,1,-1298.97,-0.1299,loss,inf,-inf
2016-12-30,2017-01-31,,TITAN.NS,Consumer Durables,1123.4622195520021,,1,-1825.77,-0.1826,loss,inf,-inf
2016-12-30,2017-01-31,,JSWSTEEL.NS,Metals,1544.762190715288,,1,11006.92,1.1007,profit,inf,-inf
2016-09-30,2017-01-31,,PFC.NS,Financial Services,492.2961100082159,,1,-5429.63,-0.543,loss,inf,-inf
2016-12-30,2017-01-31,,SRF.NS,Chemicals,462.8759081408464,,1,-1807.62,-0.1808,loss,inf,-inf
2016-08-31,2017-01-31,,HDFCLIFE.NS,Financial Services,6749.6986426549165,,1,-100.8,-0.0101,loss,inf,-inf
2016-12-30,2017-01-31,,ADANIPORTS.NS,Infra,3640.012835196195,,1,-845.81,-0.0846,loss,inf,-inf
2016-12-30,2017-01-31,,INFY.NS,IT,506.2423827189651,,1,-5813.32,-0.5813,loss,inf,-inf
2016-11-30,2017-01-31,,COLPAL.NS,FMCG,1731.8120485354011,,1,19197.87,1.9198,profit,inf,-inf
2016-11-30,2017-01-31,,GODREJCP.NS,FMCG,1021.1610408220207,,1,-5920.54,-0.5921,loss,inf,-inf
2017-01-31,2017-02-28,,BAJFINANCE.NS,Financial Services,1958.2823081251954,,1,2369.18,0.2369,profit,inf,-inf
2016-11-30,2017-02-28,,WIPRO.NS,IT,1012.8430041000141,,1,2440.11,0.244,profit,inf,-inf
2017-01-31,2017-02-28,,RECLTD.NS,Financial Services,5163.413107380822,,1,-3518.74,-0.3519,loss,inf,-inf
2016-12-30,2017-02-28,,NESTLEIND.NS,FMCG,1126.0079919945629,,1,-3698.41,-0.3698,loss,inf,-inf
2017-01-31,2017-02-28,,BAJAJFINSV.NS,Financial Services,1365.737706416218,,1,-7973.15,-0.7973,loss,inf,-inf
2017-01-31,2017-02-28,,VOLTAS.NS,Consumer Durables,1004.0879626172473,,1,1561.63,0.1562,profit,inf,-inf
2017-01-31,2017-02-28,,ICICIGI.NS,Financial Services,2194.1724010349826,,1,9385.2,0.9385,profit,inf,-inf
2017-02-28,2017-03-31,,CIPLA.NS,Pharma,1095.5902327839901,,1,-3635.09,-0.3635,loss,inf,-inf
2016-11-30,2017-03-31,,POWERGRID.NS,Power,818.5060024894627,,1,5618.89,0.5619,profit,inf,-inf
2016-08-31,2017-03-31,,EICHERMOT.NS,Auto,1236.7851503223906,,1,11784.06,1.1784,profit,inf,-inf
2017-02-28,2017-03-31,,ULTRACEMCO.NS,Infra,224.24414473511013,,1,-12695.35,-1.2695,loss,inf,-inf
2017-02-28,2017-03-31,,PFC.NS,Financial Services,468.43847401930384,,1,-336.11,-0.0336,loss,inf,-inf
2016-08-31,2017-03-31,,MARICO.NS,FMCG,945.4793493075913,,1,6661.54,0.6662,profit,inf,-inf
2017-01-31,2017-03-31,,BERGEPAINT.NS,Consumer Durables,426.5621387544561,,1,1212.23,0.1212,profit,inf,-inf
2017-02-28,2017-03-31,,LUPIN.NS,Pharma,593.6548561132597,,1,-1657.2,-0.1657,loss,inf,-inf
2016-08-31,2017-03-31,,ADANIENT.NS,Infra,2057.351314339597,,1,-6095.72,-0.6096,loss,inf,-inf
2017-02-28,2017-03-31,,PERSISTENT.NS,IT,614.5964885404672,,1,1232.49,0.1232,profit,inf,-inf
2017-02-28,2017-03-31,,COLPAL.NS,FMCG,2373.2770428686963,,1,9184.61,0.9185,profit,inf,-inf
2017-03-31,2017-04-28,,CUMMINSIND.NS,Infra,1496.9162574442064,,1,3747.88,0.3748,profit,inf,-inf
2017-03-31,2017-04-28,,AMBUJACEM.NS,Infra,4320.654444100987,,1,-2477.78,-0.2478,loss,inf,-inf
2017-03-31,2017-04-28,,BAJAJ-AUTO.NS,Auto,3167.3643345069013,,1,-5977.18,-0.5977,loss,inf,-inf
2017-03-31,2017-04-28,,HDFCBANK.NS,Banking,654.6019420739591,,1,-3163.7,-0.3164,loss,inf,-inf
2017-02-28,2017-04-28,,JSWSTEEL.NS,Metals,1981.1646508133217,,1,4148.37,0.4148,profit,inf,-inf
2017-03-31,2017-04-28,,SUNPHARMA.NS,Pharma,3300.3753553031997,,1,4124.95,0.4125,profit,inf,-inf
2017-01-31,2017-04-28,,DIVISLAB.NS,Pharma,2006.3525221291782,,1,1233.05,0.1233,profit,inf,-inf
2017-03-31,2017-04-28,,BOSCHLTD.NS,Auto,2434.7429899509093,,1,-5712.48,-0.5712,loss,inf,-inf
2017-01-31,2017-04-28,,TATAMOTORS.NS,Auto,1333.2073097800044,,1,1012.74,0.1013,profit,inf,-inf
2017-03-31,2017-04-28,,ICICIGI.NS,Financial Services,2569.095616079124,,1,-4366.14,-0.4366,loss,inf,-inf
2017-03-31,2017-04-28,,MUTHOOTFIN.NS,Financial Services,1709.6780617774461,,1,10803.56,1.0804,profit,inf,-inf
2017-04-28,2017-05-31,,ALKEM.NS,Pharma,2171.4360892700893,,1,-2540.47,-0.254,loss,inf,-inf
2017-02-28,2017-05-31,,SAIL.NS,Metals,1921.7950735777315,,1,-1592.83,-0.1593,loss,inf,-inf
2017-04-28,2017-05-31,,MARICO.NS,FMCG,926.6395864765478,,1,7408.79,0.7409,profit,inf,-inf
2017-04-28,2017-05-31,,LUPIN.NS,Pharma,540.0189278242295,,1,5452.19,0.5452,profit,inf,-inf
2016-11-30,2017-05-31,,COALINDIA.NS,Metals,3033.512028010387,,1,-697.42,-0.0697,loss,inf,-inf
2017-05-31,2017-06-30,,SBILIFE.NS,Financial Services,2603.9856597507687,,1,3812.86,0.3813,profit,inf,-inf
2017-05-31,2017-06-30,,SHREECEM.NS,Infra,1349.2622600863174,,1,-4809.08,-0.4809,loss,inf,-inf
2017-03-31,2017-06-30,,VBL.NS,FMCG,959.9700788366519,,1,4713.63,0.4714,profit,inf,-inf
2017-01-31,2017-06-30,,AARTIIND.NS,Chemicals,2451.7220114114143,,1,12281.03,1.2281,profit,inf,-inf
2017-05-31,2017-06-30,,DIVISLAB.NS,Pharma,2125.043082659614,,1,-7417.47,-0.7417,loss,inf,-inf
2017-04-28,2017-06-30,,ADANIENT.NS,Infra,1744.3352910638419,,1,-1209.66,-0.121,loss,inf,-inf
2017-05-31,2017-06-30,,TVSMOTOR.NS,Auto,1491.4825514442418,,1,3138.46,0.3138,profit,inf,-inf
2016-12-30,2017-07-31,,ADANIPOWER.NS,Power,985.028524567835,,1,-3880.46,-0.388,loss,inf,-inf
2017-06-30,2017-07-31,,ADANIPORTS.NS,Infra,3802.078993027862,,1,548.7,0.0549,profit,inf,-inf
2016-12-30,2017-07-31,,TORNTPHARM.NS,Pharma,400.8251101192507,,1,18964.19,1.8964,profit,inf,-inf
2017-06-30,2017-07-31,,ULTRACEMCO.NS,Infra,184.12356591960895,,1,5726.1,0.5726,profit,inf,-inf
2017-06-30,2017-07-31,,HINDUNILVR.NS,FMCG,2178.5471246801812,,1,2008.51,0.2009,profit,inf,-inf
2017-06-30,2017-08-31,,BPCL.NS,Energy,5353.017857420153,,1,-7757.55,-0.7758,loss,inf,-inf
2017-07-31,2017-08-31,,GAIL.NS,Energy,1899.844506313575,,1,4473.93,0.4474,profit,inf,-inf
2017-06-30,2017-08-31,,SUNPHARMA.NS,Pharma,3499.560088713311,,1,8256.38,0.8256,profit,inf,-inf
2017-07-31,2017-08-31,,GRASIM.NS,Infra,1347.7344833096627,,1,-3821.66,-0.3822,loss,inf,-inf
2017-07-31,2017-08-31,,TATAMOTORS.NS,Auto,1154.8371935981484,,1,-1018.12,-0.1018,loss,inf,-inf
2017-08-31,2017-09-29,,DIXON.NS,Consumer Durables,771.9029605175853,,1,-152.81,-0.0153,loss,inf,-inf
2017-08-31,2017-09-29,,SBILIFE.NS,Financial Services,2810.3846536153346,,1,-3123.9,-0.3124,loss,inf,-inf
2017-04-28,2017-09-29,,HINDALCO.NS,Metals,2403.4792361592413,,1,-13608.0,-1.3608,loss,inf,-inf
2017-08-31,2017-09-29,,IDEA.NS,Telecom,4355.80096209071,,1,-6160.49,-0.616,loss,inf,-inf
2017-05-31,2017-09-29,,JSWSTEEL.NS,Metals,1943.0091693508184,,1,-6099.74,-0.61,loss,inf,-inf
2017-07-31,2017-09-29,,HAVELLS.NS,Consumer Durables,1131.3788660956823,,1,4532.87,0.4533,profit,inf,-inf
2017-08-31,2017-09-29,,ULTRACEMCO.NS,Infra,183.09994102148696,,1,1411.72,0.1412,profit,inf,-inf
2017-09-29,2017-10-31,,CIPLA.NS,Pharma,750.7941838780982,,1,-1445.93,-0.1446,loss,inf,-inf
2017-09-29,2017-10-31,,FEDERALBNK.NS,Banking,1905.2775668310423,,1,3639.88,0.364,profit,inf,-inf
2017-09-29,2017-10-31,,SUNPHARMA.NS,Pharma,3805.870920792122,,1,3215.07,0.3215,profit,inf,-inf
2017-09-29,2017-10-31,,NMDC.NS,Metals,1773.4928840925888,,1,-1367.18,-0.1367,loss,inf,-inf
2017-08-31,2017-10-31,,BHARTIARTL.NS,Telecom,1450.219676958046,,1,-605.73,-0.0606,loss,inf,-inf
2017-09-29,2017-10-31,,ICICIGI.NS,Financial Services,3802.8236362584385,,1,-3864.83,-0.3865,loss,inf,-inf
2017-10-31,2017-11-30,,DIXON.NS,Consumer Durables,747.6555001141397,,1,-2300.01,-0.23,loss,inf,-inf
2017-10-31,2017-11-30,,DEEPAKNTR.NS,Chemicals,1282.7844950947183,,1,-6824.15,-0.6824,loss,inf,-inf
2017-03-31,2017-11-30,,APOLLOHOSP.NS,Pharma,3134.6871080446826,,1,3196.17,0.3196,profit,inf,-inf
2017-10-31,2017-11-30,,HINDALCO.NS,Metals,1844.9234513772442,,1,8658.99,0.8659,profit,inf,-inf
2017-05-31,2017-11-30,,BAJFINANCE.NS,Financial Services,2911.0738855250847,,1,362.22,0.0362,profit,inf,-inf
2017-08-31,2017-11-30,,SRF.NS,Chemicals,525.8458568877761,,1,-6750.59,-0.6751,loss,inf,-inf
2017-10-31,2017-11-30,,TATASTEEL.NS,Metals,1198.388751689024,,1,3290.07,0.329,profit,inf,-inf
2017-08-31,2017-11-30,,TORNTPHARM.NS,Pharma,583.7997801331225,,1,313.54,0.0314,profit,inf,-inf
2017-07-31,2017-11-30,,LUPIN.NS,Pharma,598.733683296515,,1,7201.68,0.7202,profit,inf,-inf
2017-11-30,2017-12-29,,MARUTI.NS,Auto,5293.72391378758,,1,-753.2,-0.0753,loss,inf,-inf
2017-11-30,2017-12-29,,CIPLA.NS,Pharma,766.4735373364025,,1,-3233.24,-0.3233,loss,inf,-inf
2017-09-29,2017-12-29,,BAJAJFINSV.NS,Financial Services,966.9501024423051,,1,-15759.35,-1.5759,loss,inf,-inf
2017-06-30,2017-12-29,,AMBUJACEM.NS,Infra,5628.417179580188,,1,-3764.36,-0.3764,loss,inf,-inf
2017-04-28,2017-12-29,,EICHERMOT.NS,Auto,1569.0011814397762,,1,15303.24,1.5303,profit,inf,-inf
2016-10-31,2017-12-29,,AUROPHARMA.NS,Pharma,380.5295419107611,,1,27307.28,2.7307,profit,inf,-inf
2017-10-31,2017-12-29,,NHPC.NS,Power,1968.1433557117828,,1,-5620.97,-0.5621,loss,inf,-inf
2017-04-28,2017-12-29,,COLPAL.NS,FMCG,3224.3746466637376,,1,-29252.2,-2.9252,loss,inf,-inf
2017-11-30,2017-12-29,,ACC.NS,Infra,1914.8298990271326,,1,4120.78,0.4121,profit,inf,-inf
2017-06-30,2017-12-29,,ASIANPAINT.NS,Consumer Durables,3356.6874131411437,,1,-712.45,-0.0712,loss,inf,-inf
2017-12-29,2018-01-31,,ATGL.NS,Energy,2836.096147200227,,1,-1988.76,-0.1989,loss,inf,-inf
2017-12-29,2018-01-31,,APOLLOHOSP.NS,Pharma,3755.0592558280487,,1,-3039.13,-0.3039,loss,inf,-inf
2017-12-29,2018-01-31,,HINDALCO.NS,Metals,1862.7015445364639,,1,-2343.85,-0.2344,loss,inf,-inf
2017-12-29,2018-01-31,,INDUSTOWER.NS,Telecom,3910.109684845069,,1,-8748.12,-0.8748,loss,inf,-inf
2017-09-29,2018-01-31,,HINDUNILVR.NS,FMCG,2269.0783053656933,,1,-14026.06,-1.4026,loss,inf,-inf
2017-12-29,2018-01-31,,MUTHOOTFIN.NS,Financial Services,2556.0460901004817,,1,-14818.53,-1.4819,loss,inf,-inf
2017-12-29,2018-02-28,,MOTHERSON.NS,Auto,1891.3787960778384,,1,10079.4,1.0079,profit,inf,-inf
2018-01-31,2018-02-28,,CUMMINSIND.NS,Infra,1979.7802212203765,,1,-6965.12,-0.6965,loss,inf,-inf
2017-11-30,2018-02-28,,IDEA.NS,Telecom,4638.891946626681,,1,11089.82,1.109,profit,inf,-inf
2018-02-28,2018-03-30,,NTPC.NS,Power,1236.8241050576196,,1,-3457.79,-0.3458,loss,inf,-inf
2017-11-30,2018-03-30,,ABB.NS,Infra,2815.6994762935155,,1,-1070.54,-0.1071,loss,inf,-inf
2017-10-31,2018-03-30,,HAVELLS.NS,Consumer Durables,1279.9297005577153,,1,15388.81,1.5389,profit,inf,-inf
2017-12-29,2018-03-30,,VBL.NS,FMCG,1092.1071071149559,,1,5624.44,0.5624,profit,inf,-inf
2018-03-30,2018-04-30,,MOTHERSON.NS,Auto,2186.3525360596077,,1,-4229.0,-0.4229,loss,inf,-inf
2018-01-31,2018-04-30,,BAJFINANCE.NS,Financial Services,3745.306084916167,,1,-19045.87,-1.9046,loss,inf,-inf
2018-01-31,2018-04-30,,CROMPTON.NS,Consumer Durables,3335.0020268069798,,1,428.12,0.0428,profit,inf,-inf
2018-02-28,2018-04-30,,GMRINFRA.NS,Infra,1140.83902110066,,1,-2140.87,-0.2141,loss,inf,-inf
2018-02-28,2018-04-30,,LT.NS,Infra,2535.998799418855,,1,29798.28,2.9798,profit,inf,-inf
2018-02-28,2018-05-31,,HINDALCO.NS,Metals,1717.2443663076474,,1,9507.13,0.9507,profit,inf,-inf
2018-04-30,2018-05-31,,DRREDDY.NS,Pharma,4433.7204487021845,,1,-4458.65,-0.4459,loss,inf,-inf
2018-04-30,2018-05-31,,BALKRISIND.NS,Auto,2155.0883287642737,,1,13099.9,1.31,profit,inf,-inf
2018-04-30,2018-05-31,,HAVELLS.NS,Consumer Durables,1486.580103775548,,1,-7492.01,-0.7492,loss,inf,-inf
2017-12-29,2018-05-31,,LUPIN.NS,Pharma,653.2209605499908,,1,-5322.49,-0.5322,loss,inf,-inf
2018-04-30,2018-05-31,,ICICIBANK.NS,Banking,2101.2878856289085,,1,7366.95,0.7367,profit,inf,-inf
2018-05-31,2018-06-29,,MOTHERSON.NS,Auto,2134.2307153782926,,1,-4004.5,-0.4004,loss,inf,-inf
2018-05-31,2018-06-29,,IDFCFIRSTB.NS,Banking,597.918482098786,,1,-8673.14,-0.8673,loss,inf,-inf
2018-01-31,2018-06-29,,JINDALSTEL.NS,Metals,850.464536731201,,1,17480.79,1.7481,profit,inf,-inf
2018-05-31,2018-06-29,,COALINDIA.NS,Metals,1834.5674499134523,,1,-6015.22,-0.6015,loss,inf,-inf
2018-05-31,2018-06-29,,ONGC.NS,Energy,1965.1001024566203,,1,-7533.9,-0.7534,loss,inf,-inf
2018-05-31,2018-07-31,,ALKEM.NS,Pharma,2357.85117521639,,1,16599.37,1.6599,profit,inf,-inf
2018-04-30,2018-07-31,,TORNTPOWER.NS,Power,2144.3668928305506,,1,20641.42,2.0641,profit,inf,-inf
2018-04-30,2018-07-31,,ABB.NS,Infra,2965.3189976732124,,1,-3605.35,-0.3605,loss,inf,-inf
2017-04-28,2018-07-31,,BIOCON.NS,Pharma,4542.161971325423,,1,29934.07,2.9934,profit,inf,-inf
2018-06-29,2018-07-31,,ICICIBANK.NS,Banking,2301.890425395638,,1,949.08,0.0949,profit,inf,-inf
2018-06-29,2018-07-31,,VOLTAS.NS,Consumer Durables,1843.4635549043621,,1,-819.12,-0.0819,loss,inf,-inf
2018-01-31,2018-08-31,,TVSMOTOR.NS,Auto,2917.757303025558,,1,16441.3,1.6441,profit,inf,-inf
2018-04-30,2018-08-31,,APOLLOHOSP.NS,Pharma,4165.829821149657,,1,11835.97,1.1836,profit,inf,-inf
2018-07-31,2018-08-31,,POWERGRID.NS,Power,479.266589616789,,1,-2437.13,-0.2437,loss,inf,-inf
2018-03-30,2018-08-31,,ACC.NS,Infra,2800.3340875197587,,1,4804.73,0.4805,profit,inf,-inf
2018-07-31,2018-08-31,,IOC.NS,Energy,1783.9862493597257,,1,2301.79,0.2302,profit,inf,-inf
2018-07-31,2018-08-31,,GODREJCP.NS,FMCG,613.3580470920618,,1,-357.91,-0.0358,loss,inf,-inf
2018-08-31,2018-09-28,,NTPC.NS,Power,1288.7244691216813,,1,3349.53,0.335,profit,inf,-inf
2018-06-29,2018-09-28,,NHPC.NS,Power,1985.4492123052662,,1,8907.98,0.8908,profit,inf,-inf
2018-03-30,2018-09-28,,JSWSTEEL.NS,Metals,2467.0432971036767,,1,4904.04,0.4904,profit,inf,-inf
2018-07-31,2018-09-28,,LUPIN.NS,Pharma,650.9825414656253,,1,-8078.93,-0.8079,loss,inf,-inf
2018-09-28,2018-10-31,,PNB.NS,Banking,628.0733790427096,,1,-11920.76,-1.1921,loss,inf,-inf
2018-09-28,2018-10-31,,CROMPTON.NS,Consumer Durables,3609.5055761819485,,1,22088.95,2.2089,profit,inf,-inf
2018-08-31,2018-10-31,,TATAMOTORS.NS,Auto,1182.1144004122868,,1,6240.61,0.6241,profit,inf,-inf
2018-07-31,2018-10-31,,HINDUNILVR.NS,FMCG,2726.1574003352057,,1,6181.34,0.6181,profit,inf,-inf
